seed,leaky_acc,base_acc,base_gender_DPD,base_gender_DI,base_age_DPD,base_age_DI,fr_acc,fr_age_DPD,fr_gender_DPD,gthr_acc,gthr_gender_DPD,gthr_age_DPD,xthr_acc,xthr_gender_DPD,xthr_age_DPD
42,0.723366966275256,0.7189654740742595,0.036094397044917126,0.9463741944568613,0.1458693153391598,0.8011087202806932,0.7186950752359731,0.21463061033505448,0.0419213122680443,0.7180691519991989,0.0035351850537224117,0.14520694734579587,0.7168173055256504,0.0009360599165495476,0.0030953092813437166
1,0.721236479756548,0.7170271230723799,0.036382074120065555,0.9457755071540014,0.14795430082298378,0.7989352070540072,0.7167067915292328,0.215416307970263,0.043185848109929315,0.7161862527716186,0.00015436930892009926,0.14567167856785612,0.7151051338134969,0.0006189719268847593,0.0031335084711273664
7,0.7221248220573911,0.7177742813616044,0.037340701990958625,0.9443700440267739,0.14073864751120913,0.8061027943916281,0.7171748957318749,0.21130591001529575,0.04208702650027074,0.7170650083664244,0.0006594180293316709,0.14068115634922196,0.7157463599810194,0.000669886684270038,0.0017930186407298931
13,0.722241115456555,0.7185102573591926,0.03575246958348366,0.9467180760775635,0.15119924368912774,0.79448072967562,0.7179201216279745,0.21493523195429742,0.04244980980583812,0.7177150744671275,0.0023414961832219916,0.15167814343369423,0.7163147523930504,0.0007330121463736683,0.0031000156835518933
21,0.7218314770168762,0.7174580087270119,0.04059704071124881,0.9398582542304498,0.1378288903001792,0.8098138712500745,0.7170744585466935,0.20780034918874102,0.04665663850079582,0.7170943832313854,0.0008028846717620386,0.1401500584239993,0.7154256908884417,1.4825422553710332e-05,0.0019679128166735227
99,0.7218001168907072,0.7174491850120137,0.04004116870803387,0.9406090008119974,0.14462251732103526,0.8027500257795174,0.7172493718373321,0.2100496167691478,0.04474246161917106,0.7172593624960661,0.0016718626615825904,0.14452474295350393,0.7156009131462083,0.0011677871457556055,0.002276299051756303
123,0.7194505754176743,0.7156345682984832,0.04212634299056217,0.9374266649082825,0.1435351388778877,0.8033850140114304,0.7151519112715499,0.21520853594642553,0.046445664240352125,0.7148804166938999,0.0009341313742888824,0.1441137799784863,0.7136335527076556,0.0011435829723652757,0.0027158893852942123
2024,0.7237268744035932,0.7196300903790525,0.03841256480114408,0.9428512588185399,0.15029797532844413,0.7952093741293969,0.7194002707874319,0.21605412996837814,0.04433504169272928,0.7189306394480333,0.002101007262717336,0.15028818778586228,0.71693220821655,0.0007861243577856891,0.0025986836518337997
